Hope(S1),Joy(S2),Surprise(S3),Anticipation(S4),Sadness(S5),Fear(S6),Anger(S7),Disgust(S8),Disgust-Joy(F1) ,Disgust-Hope(F2),Disgust-Anti(F3) ,Disgust-Surprise(F4),Anger-Joy(F5),Anger-Hope(F6),Anger-Anti(F7),Anger-Surprise(F8) ,Fear-Joy(F9),Fear-Hope(F10) ,Fear-Anti(F11),Fear-Surprise(F12) ,Sadness-Joy(F13),Sadness-Hope(F14) ,Sad-Anti(F15) ,Sadness-Surprise(F16),Positive(Joy+Hope) F17,Negative(Dis+Anger+Fear+Sad) F18,Neutral(Anti+Surprise) F19,LABEL
56848,60624,54900,72046,56188,54427,57071,89507,32659,28883,34607,17461,223,3553,2171,14975,2421,6197,473,17619,660,4436,1288,15858,117472,257193,126946,0
113503,112152,106680,146536,108100,99605,104863,145893,32390,33741,39213,643,8640,7289,1817,41673,13898,12547,7075,46931,5403,4052,1420,38436,225655,458461,253216,0
62040,49987,52004,83177,57094,53961,54502,70657,8617,20670,18653,12520,7538,4515,2498,28675,8079,3974,1957,29216,4946,7107,5090,26083,112027,236214,135181,0
70170,65019,63151,65438,72128,71711,71981,54352,15818,10667,8799,11086,1811,6962,8830,6543,1541,6692,8560,6273,1958,7109,8977,6690,135189,270172,128589,0
27361,28720,23053,14430,29016,28877,29610,17613,9748,11107,5440,3183,2249,890,6557,15180,1516,157,5824,14447,1655,296,5963,14586,56081,105116,37483,0
37489,34776,29438,26240,36553,35140,31537,31301,6188,3475,1863,5061,5952,3239,2099,5297,2349,364,5702,8900,936,1777,7115,10313,72265,134531,55678,0
39465,41406,37626,60331,41864,37133,37915,36948,2517,4458,678,23383,1550,3491,289,22416,2332,4273,493,23198,2399,458,4238,18467,80871,153860,97957,0
157819,134952,131919,219412,148828,141138,148925,189225,31406,54273,57306,30187,8894,13973,17006,70487,16681,6186,9219,78274,8991,13876,16909,70584,292771,628116,351331,0
122455,112468,115721,113719,117392,115143,115222,135331,12876,22863,19610,21612,7233,2754,499,1503,7312,2675,578,1424,5063,4924,1671,3673,234923,483088,229440,0
76589,73013,72345,73996,76804,81275,81087,122490,45901,49477,50145,48494,4498,8074,8742,7091,4686,8262,8930,7279,215,3791,4459,2808,149602,361656,146341,0
119836,111685,83103,95290,105747,102707,93109,97561,22275,14124,14458,2271,26727,18576,10006,2181,17129,8978,19604,7417,14089,5938,22644,10457,231521,399124,178393,0
147257,137072,133700,158993,145653,147734,145986,168585,21328,31513,34885,9592,1271,8914,12286,13007,477,10662,14034,11259,1604,8581,11953,13340,284329,607958,292693,0
186954,190740,168157,209956,181349,168952,172784,235694,48740,44954,67537,25738,14170,17956,4627,37172,18002,21788,795,41004,5605,9391,13192,28607,377694,758779,378113,0
58505,51886,44944,33080,48975,50008,41286,26658,31847,25228,18286,6422,17219,10600,3658,8206,8497,1878,5064,16928,9530,2911,4031,15895,110391,166927,78024,0
32789,33660,30633,29582,36850,36805,38053,19026,13763,14634,11607,10556,5264,4393,7420,8471,4016,3145,6172,7223,4061,3190,6217,7268,66449,130734,60215,0
27606,24345,21146,16267,19492,20326,17702,31935,4329,7590,10789,15668,9904,6643,3444,1435,7280,4019,820,4059,8114,4853,1654,3225,51951,89455,37413,0
59446,72530,65289,68965,66664,64699,66440,90580,31134,18050,25291,21615,6994,6090,1151,2525,5253,7831,590,4266,7218,5866,1375,2301,131976,288383,134254,0
44180,48763,46431,35172,48631,39250,46373,45486,1306,3277,945,10314,2193,2390,58,11201,4930,9513,7181,4078,4451,132,2200,13459,92943,179740,81603,0
119336,122858,108015,106084,120095,114212,111304,127428,8092,4570,19413,21344,8032,11554,3289,5220,5124,8646,6197,8128,759,2763,12080,14011,242194,473039,214099,0
36994,35875,34489,39979,35284,34966,36239,51881,14887,16006,17392,11902,755,364,1750,3740,2028,909,477,5013,1710,591,795,4695,72869,158370,74468,0
103387,98650,97745,98719,100170,106604,98304,136140,32753,37490,38395,37421,5083,346,559,415,3217,7954,8859,7885,3217,1520,2425,1451,202037,441218,196464,0
84776,101375,97383,76444,122100,117580,108887,97664,12888,3711,281,21220,24111,7512,11504,32443,32804,16205,20197,41136,37324,20725,24717,45656,186151,446231,173827,0
38165,42455,38873,37030,41424,41080,43726,49976,11811,7521,11103,12946,5561,1271,4853,6696,2915,1375,2207,4050,3259,1031,2551,4394,80620,176206,75903,0
148036,141513,127511,159787,120835,135155,126162,233694,85658,92181,106183,73907,21874,15351,1349,33625,12881,6358,7644,24632,27201,20678,6676,38952,289549,615846,287298,0
135062,117294,119906,151538,113001,113954,108245,164342,29280,47048,44436,12804,26817,9049,11661,43293,21108,3340,5952,37584,22061,4293,6905,38537,252356,499542,271444,0
62600,54070,56849,70954,53770,60984,55019,49357,13243,4713,7492,21597,7581,949,1830,15935,1616,6914,4135,9970,8830,300,3079,17184,116670,219130,127803,0
50013,51099,49171,37957,50524,50414,55147,72502,22489,21403,23331,34545,5134,4048,5976,17190,401,685,1243,12457,511,575,1353,12567,101112,228587,87128,0
84152,82166,78212,98445,80719,81610,70569,70052,14100,12114,8160,28393,13583,11597,7643,27876,2542,556,3398,16835,3433,1447,2507,17726,166318,302950,176657,0
71859,72607,69356,92337,75091,73007,72444,133175,61316,60568,63819,40838,585,163,3088,19893,1148,400,3651,19330,3232,2484,5735,17246,144466,353717,161693,0
141982,151240,135952,161866,145964,142191,143455,199048,57066,47808,63096,37182,1473,7785,7503,18411,209,9049,6239,19675,3982,5276,10012,15902,293222,630658,297818,0
125316,117447,111127,218939,117922,116258,117933,197958,72642,80511,86831,20981,7383,486,6806,101006,9058,1189,5131,102681,7394,475,6795,101017,242763,550071,330066,0
68137,64080,66246,93495,66579,66490,61880,71418,3281,7338,5172,22077,6257,2200,4366,31615,1647,2410,244,27005,1558,2499,333,26916,132217,266367,159741,0
107503,110104,102457,124188,114479,107723,106627,130911,23408,20807,28454,6723,876,3477,4170,17561,220,2381,5266,16465,6976,4375,12022,9709,217607,459740,226645,0
1968,1913,1822,1252,1931,1970,2055,1038,930,875,784,214,87,142,233,803,2,57,148,718,37,18,109,679,3881,6994,3074,0
14578,16378,11265,12483,10959,9736,11016,17036,2458,658,5771,4553,3562,5362,249,1467,4842,6642,1529,2747,3619,5419,306,1524,30956,48747,23748,0
161821,158941,154131,170617,148528,153579,147193,209220,47399,50279,55089,38603,14628,11748,6938,23424,8242,5362,552,17038,13293,10413,5603,22089,320762,658520,324748,0
26852,32646,26695,18765,32008,31960,31992,68436,41584,35790,41741,49671,5140,654,5297,13227,5108,686,5265,13195,5156,638,5313,13243,59498,164396,45460,0
9686,8723,9752,5142,10442,10022,11029,4311,5375,4412,5441,831,1343,2306,1277,5887,336,1299,270,4880,756,1719,690,5300,18409,35804,14894,0
170128,172176,165620,292094,157955,169684,157922,178718,8590,6542,13098,113376,12206,14254,7698,134172,444,2492,4064,122410,12173,14221,7665,134139,342304,664279,457714,0
117983,99174,124293,144437,120358,118048,117391,130179,12196,31005,5886,14258,592,18217,6902,27046,65,18874,6245,26389,2375,21184,3935,24079,217157,485976,268730,0
1968,1913,1822,1252,1931,1970,2055,1038,930,875,784,214,87,142,233,803,2,57,148,718,37,18,109,679,3881,6994,3074,0
59071,63040,58308,70001,59313,54489,58656,46016,13055,17024,12292,23985,415,4384,348,11345,4582,8551,3819,15512,242,3727,1005,10688,122111,218474,128309,0
75120,77128,73301,79167,80501,85595,77803,88249,13129,11121,14948,9082,2683,675,4502,1364,10475,8467,12294,6428,5381,3373,7200,1334,152248,332148,152468,0
64902,64095,68100,88577,71258,75197,65839,105570,40668,41475,37470,16993,937,1744,2261,22738,10295,11102,7097,13380,6356,7163,3158,17319,128997,317864,156677,0
116247,122336,105212,151026,121883,110803,119356,145682,29435,23346,40470,5344,3109,2980,14144,31670,5444,11533,5591,40223,5636,453,16671,29143,238583,497724,256238,0
183513,168141,159028,184080,172143,168075,180963,283904,100391,115763,124876,99824,2550,12822,21935,3117,15438,66,9047,16005,11370,4002,13115,11937,351654,805085,343108,0
83763,86968,87242,117827,79963,82438,80394,108068,24305,21100,20826,9759,3369,6574,6848,37433,1325,4530,4804,35389,3800,7005,7279,37864,170731,350863,205069,0
121007,123411,116374,109492,126068,126547,123997,136729,15722,13318,20355,27237,2990,586,7623,14505,5540,3136,10173,17055,5061,2657,9694,16576,244418,513341,225866,0
67220,68257,50560,69597,61954,57136,69709,53076,14144,15181,2516,16521,2489,1452,19149,112,10084,11121,6576,12461,5266,6303,11394,7643,135477,241875,120157,0
111694,107646,108324,101175,115821,121799,113108,190535,78841,82889,82211,89360,1414,5462,4784,11933,10105,14153,13475,20624,4127,8175,7497,14646,219340,541263,209499,0
17685,17526,14360,12230,14974,14503,14757,33665,15980,16139,19305,21435,2928,2769,397,2527,3182,3023,143,2273,2711,2552,614,2744,35211,77899,26590,0
76928,73343,65684,61448,72319,66117,73231,79712,2784,6369,14028,18264,3697,112,7547,11783,10811,7226,433,4669,4609,1024,6635,10871,150271,291379,127132,0
29836,31598,31472,34995,41419,41444,44010,56711,26875,25113,25239,21716,14174,12412,12538,9015,11608,9846,9972,6449,11583,9821,9947,6424,61434,183584,66467,0
24329,24157,24474,37314,27226,25463,27241,19617,4712,4540,4857,17697,2912,3084,2767,10073,1134,1306,989,11851,2897,3069,2752,10088,48486,99547,61788,0
25790,26474,23631,30821,25240,26267,24796,9023,16767,17451,14608,21798,994,1678,1165,6025,477,207,2636,4554,550,1234,1609,5581,52264,85326,54452,0
94574,92260,88174,74625,91295,93154,93787,110958,16384,18698,22784,36333,787,1527,5613,19162,1420,894,4980,18529,3279,965,3121,16670,186834,389194,162799,0
38478,36206,35809,23721,36118,36696,35826,48982,10504,12776,13173,25261,2652,380,17,12105,1782,490,887,12975,2360,88,309,12397,74684,157622,59530,0
31382,27187,29107,26392,23657,23798,24021,39797,8415,12610,10690,13405,7361,3166,5086,2371,7584,3389,5309,2594,7725,3530,5450,2735,58569,111273,55499,0
9476,9293,9511,9713,9635,8970,7802,2945,6531,6348,6566,6768,1674,1491,1709,1911,506,323,541,743,159,342,124,78,18769,29352,19224,0
51156,43689,52778,68261,49830,56112,52255,60505,9349,16816,7727,7756,1099,8566,523,16006,4956,12423,3334,12149,1326,6141,2948,18431,94845,218702,121039,0
78987,86762,75724,73714,79898,77752,81701,75053,3934,11709,671,1339,2714,5061,5977,7987,1235,9010,2028,4038,911,6864,4174,6184,165749,314404,149438,0
84144,76698,70781,82972,80937,70762,79473,163929,79785,87231,93148,80957,4671,2775,8692,3499,13382,5936,19,12210,3207,4239,10156,2035,160842,395101,153753,0
27353,28157,26495,18023,25982,26257,28602,55528,28175,27371,29033,37505,1249,445,2107,10579,1096,1900,238,8234,1371,2175,513,7959,55510,136369,44518,0
7193,6902,6422,4810,7432,5844,9225,18018,10825,11116,11596,13208,2032,2323,2803,4415,1349,1058,578,1034,239,530,1010,2622,14095,40519,11232,0
127931,130341,131283,182636,138120,132899,142763,203579,75648,73238,72296,20943,14832,12422,11480,39873,4968,2558,1616,49737,10189,7779,6837,44516,258272,617361,313919,0
99351,88846,74754,95569,79501,80804,81874,166351,67000,77505,91597,70782,17477,6972,7120,13695,18547,8042,6050,14765,19850,9345,4747,16068,188197,408530,170323,0
14895,15712,14058,13682,11608,15112,14109,22455,7560,6743,8397,8773,786,1603,51,427,217,600,1054,1430,3287,4104,2450,2074,30607,63284,27740,0
73578,74557,74996,86334,86291,89875,91373,93232,19654,18675,18236,6898,17795,16816,16377,5039,16297,15318,14879,3541,12713,11734,11295,43,148135,360771,161330,0
71646,61002,61684,88938,69942,66834,64242,75307,3661,14305,13623,13631,7404,3240,2558,24696,4812,5832,5150,22104,1704,8940,8258,18996,132648,276325,150622,0
76288,77301,81094,62184,78321,79770,81518,81423,5135,4122,329,19239,5230,4217,424,19334,3482,2469,1324,17586,2033,1020,2773,16137,153589,321032,143278,0
35656,36629,37060,26482,37575,36838,39072,51720,16064,15091,14660,25238,3416,2443,2012,12590,1182,209,222,10356,1919,946,515,11093,72285,165205,63542,0
39973,38823,41565,26381,41846,43407,43605,41165,1192,2342,400,14784,3632,4782,2040,17224,3434,4584,1842,17026,1873,3023,281,15465,78796,170023,67946,0
124391,120278,110982,123286,122438,123580,120503,103390,21001,16888,7592,19896,3888,225,9521,2783,811,3302,12598,294,1953,2160,11456,848,244669,469911,234268,0
86988,75933,82361,123892,105570,82525,103185,176238,89250,100305,93877,52346,16197,27252,20824,20707,4463,6592,164,41367,18582,29637,23209,18322,162921,467518,206253,0
93229,85720,82372,112071,85339,88389,77266,164352,71123,78632,81980,52281,15963,8454,5106,34805,4840,2669,6017,23682,7890,381,2967,26732,178949,415346,194443,0
148576,146254,141681,142652,155183,151934,152315,112827,35749,33427,28854,29825,3739,6061,10634,9663,3358,5680,10253,9282,6607,8929,13502,12531,294830,572259,284333,0
52938,47242,34960,60560,44515,38719,44182,27581,25357,19661,7379,32979,8756,3060,9222,16378,14219,8523,3759,21841,8423,2727,9555,16045,100180,154997,95520,0
23761,18239,25247,25877,26527,20916,28616,54341,30580,36102,29094,28464,4855,10377,3369,2739,2845,2677,4331,4961,2766,8288,1280,650,42000,130400,51124,0
154536,152672,127846,163985,146621,138544,129658,195113,40577,42441,67267,31128,24878,23014,1812,34327,15992,14128,10698,25441,7915,6051,18775,17364,307208,609936,291831,0
41081,39451,31276,22095,32002,33033,27776,63996,22915,24545,32720,41901,13305,11675,3500,5681,8048,6418,1757,10938,9079,7449,726,9907,80532,156807,53371,0
132522,117034,124452,146211,135226,124462,131452,113291,19231,3743,11161,32920,1070,14418,7000,14759,8060,7428,10,21749,2704,18192,10774,10985,249556,504431,270663,0
55859,55228,55254,90376,56197,57607,58274,90451,34592,35223,35197,75,2415,3046,3020,32102,1748,2379,2353,32769,338,969,943,34179,111087,262529,145630,0
74563,63807,62789,51556,69840,69473,64581,64273,10290,466,1484,12717,9982,774,1792,13025,5090,5666,6684,17917,4723,6033,7051,18284,138370,268167,114345,0
31558,26150,27629,47863,34151,31560,34772,41667,10109,15517,14038,6196,3214,8622,7143,13091,2,5410,3931,16303,2593,8001,6522,13712,57708,142150,75492,0
74148,78392,74589,76081,76802,75327,74540,65679,8469,12713,8910,10402,392,3852,49,1541,1179,3065,738,754,2654,1590,2213,721,152540,292348,150670,0
71232,73085,70475,63106,76867,71872,79397,89023,17791,15938,18548,25917,8165,6312,8922,16291,640,1213,1397,8766,5635,3782,6392,13761,144317,317159,133581,0
19299,20826,16893,9800,19992,18336,19061,21624,2325,798,4731,11824,238,1765,2168,9261,963,2490,1443,8536,693,834,3099,10192,40125,79013,26693,0
158376,152688,141708,160295,149410,153731,152353,128878,29498,23810,12830,31417,6023,335,10645,7942,4645,1043,12023,6564,8966,3278,7702,10885,311064,584372,302003,0
78088,77907,81803,158983,79170,72093,81919,168148,90060,90241,86345,9165,3831,4012,116,77064,5995,5814,9710,86890,1082,1263,2633,79813,155995,401330,240786,0
44985,46975,39811,57235,43487,41262,38075,72791,27806,25816,32980,15556,6910,8900,1736,19160,3723,5713,1451,15973,1498,3488,3676,13748,91960,195615,97046,0
39324,37741,35371,23905,39668,38679,37607,21006,18318,16735,14365,2899,1717,134,2236,13702,645,938,3308,14774,344,1927,4297,15763,77065,136960,59276,0
93561,73541,75710,104950,87756,85953,96694,63761,29800,9780,11949,41189,3133,23153,20984,8256,7608,12412,10243,18997,5805,14215,12046,17194,167102,334164,180660,0
44884,34908,41568,34757,49505,44830,49536,72871,27987,37963,31303,38114,4652,14628,7968,14779,54,9922,3262,10073,4621,14597,7937,14748,79792,216742,76325,0
13605,14207,12932,37345,14990,14484,15151,47995,34390,33788,35063,10650,1546,944,2219,22194,879,277,1552,22861,1385,783,2058,22355,27812,92620,50277,0
142257,126756,124069,127996,130998,135193,127466,154681,12424,27925,30612,26685,14791,710,3397,530,7064,8437,11124,7197,11259,4242,6929,3002,269013,548338,252065,0
74148,78392,74589,76081,76802,75327,74540,65679,8469,12713,8910,10402,392,3852,49,1541,1179,3065,738,754,2654,1590,2213,721,152540,292348,150670,0
196150,171414,176591,169019,183042,176558,178070,200886,4736,29472,24295,31867,18080,6656,1479,9051,19592,5144,33,7539,13108,11628,6451,14023,367564,738556,345610,0
60060,59362,51220,68994,53840,54559,53759,46566,13494,12796,4654,22428,6301,5603,2539,15235,5501,4803,3339,14435,6220,5522,2620,15154,119422,208724,120214,0
25973,33442,31080,60825,35449,38989,37360,51406,25433,17964,20326,9419,11387,3918,6280,23465,13016,5547,7909,21836,9476,2007,4369,25376,59415,163204,91905,0
22406,21182,23217,25476,21010,21567,23413,19744,2662,1438,3473,5732,1007,2231,196,2063,839,385,1650,3909,1396,172,2207,4466,43588,85734,48693,0
56060,57043,57799,80535,58813,58510,58266,84128,28068,27085,26329,3593,2206,1223,467,22269,2450,1467,711,22025,2753,1770,1014,21722,113103,259717,138334,0
54731,50179,56859,63433,51641,53444,53545,84873,30142,34694,28014,21440,1186,3366,3314,9888,1287,3265,3415,9989,3090,1462,5218,11792,104910,243503,120292,0
12117,12419,12636,8114,11106,12097,11178,3600,8517,8819,9036,4514,939,1241,1458,3064,20,322,539,3983,1011,1313,1530,2992,24536,37981,20750,0
153465,129019,131979,138758,140686,145443,151259,167559,14094,38540,35580,28801,2206,22240,19280,12501,8022,16424,13464,6685,12779,11667,8707,1928,282484,604947,270737,0
92815,86665,91042,156745,92314,87186,90073,172885,80070,86220,81843,16140,2742,3408,969,66672,5629,521,3856,69559,501,5649,1272,64431,179480,442458,247787,0
104472,83328,84589,124309,88489,87286,80759,122107,17635,38779,37518,2202,23713,2569,3830,43550,17186,3958,2697,37023,15983,5161,3900,35820,187800,378641,208898,0
48374,50056,47817,35496,51635,43586,51831,51388,3014,1332,3571,15892,3457,1775,4014,16335,4788,6470,4231,8090,3261,1579,3818,16139,98430,198440,83313,0
105405,92542,107891,106366,106882,109205,108956,104852,553,12310,3039,1514,3551,16414,1065,2590,3800,16663,1314,2839,1477,14340,1009,516,197947,429895,214257,0
38851,33939,35630,28706,38858,34590,39433,66525,27674,32586,30895,37819,582,5494,3803,10727,4261,651,1040,5884,7,4919,3228,10152,72790,179406,64336,0
122590,108787,103371,113183,106894,104765,103523,151641,29051,42854,48270,38458,19067,5264,152,9660,17825,4022,1394,8418,15696,1893,3523,6289,231377,466823,216554,0
48298,47167,42048,50668,46265,42631,45953,52152,3854,4985,10104,1484,2345,1214,3905,4715,5667,4536,583,8037,2033,902,4217,4403,95465,187001,92716,0
42871,44402,49874,69893,46360,45104,44042,91382,48511,46980,41508,21489,1171,360,5832,25851,2233,702,4770,24789,3489,1958,3514,23533,87273,226888,119767,0
54614,56214,51467,58772,54353,51673,55113,34246,20368,21968,17221,24526,499,1101,3646,3659,2941,4541,206,7099,261,1861,2886,4419,110828,195385,110239,0
94671,90234,78348,64621,93426,93178,83380,90915,3756,681,12567,26294,11291,6854,5032,18759,1493,2944,14830,28557,1245,3192,15078,28805,184905,360899,142969,0
31864,31603,30600,46981,35093,33870,34145,38780,6916,7177,8180,8201,2281,2542,3545,12836,2006,2267,3270,13111,3229,3490,4493,11888,63467,141888,77581,0
13139,11684,13826,8627,14885,17569,15313,7255,5884,4429,6571,1372,2174,3629,1487,6686,4430,5885,3743,8942,1746,3201,1059,6258,24823,55022,22453,0
17063,17718,17944,11389,17330,18094,19508,43577,26514,25859,25633,32188,2445,1790,1564,8119,1031,376,150,6705,267,388,614,5941,34781,98509,29333,0
106339,93927,98313,139908,98732,92244,94238,152140,45801,58213,53827,12232,12101,311,4075,45670,14095,1683,6069,47664,7607,4805,419,41176,200266,437354,238221,0
41476,36942,36206,47456,39086,39885,37912,53101,11625,16159,16895,5645,3564,970,1706,9544,1591,2943,3679,7571,2390,2144,2880,8370,78418,169984,83662,0
1157,1373,1290,1274,1352,1483,1518,1792,635,419,502,518,361,145,228,244,326,110,193,209,195,21,62,78,2530,6145,2564,0
